Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag,dashboard_segment,purchase_history_band,promo_dependency_band,retention_proxy_score
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,0,4,34,0.9705882352941176,3264,96,1,0,100,0,1,Good,1,100.0,0.6591025641025641,0.2938461538461538,59.35599547511312,0,0.8982051282051282,0.9433333333333334,0.6043589743589743,71.59871794871796,0,Not Loyal by Either Definition,46-60,Premium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,59.61
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,0,4,49,0.979591836734694,4851,99,1,0,100,0,1,Excellent,1,100.0,0.953974358974359,0.2938461538461538,72.80529827315542,0,0.9964102564102564,0.9842307692307692,0.9619230769230768,83.70064102564103,0,Not Loyal by Either Definition,18-25,Premium,Elite,Discount Hunter,0,Discount Hunter,Established,Promo Used,68.69
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,0,12,49,0.979591836734694,4459,91,1,0,100,0,1,Good,1,100.0,0.953974358974359,0.5117948717948718,80.43350340136055,1,0.9844871794871796,0.8794871794871795,0.6043589743589743,73.45384615384616,0,Behaviorally Loyal Only,46-60,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,69.56
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,0,26,28,0.9642857142857144,840,30,1,0,100,0,0,Good,1,60.0,0.5337179487179488,0.7223076923076923,68.58379120879121,0,0.3161538461538462,0.1352564102564102,0.5167948717948718,26.363461538461543,0,Not Loyal by Either Definition,60+,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,37.45
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.8,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,1,52,28,0.9642857142857144,1820,65,1,0,100,0,0,Good,1,60.0,0.5337179487179488,0.931025641025641,75.88891941391941,0,0.6547435897435897,0.5629487179487179,0.5167948717948718,50.59935897435898,0,Not Loyal by Either Definition,60+,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,46.8
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,0,52,21,0.9523809523809524,1953,93,1,0,100,0,0,Good,1,60.0,0.3897435897435897,0.931025641025641,69.17197802197802,0,0.6855128205128205,0.9016666666666666,0.5603846153846154,61.16987179487179,0,Not Loyal by Either Definition,Teen,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,46.42
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,0,4,49,0.979591836734694,3969,81,1,0,100,0,0,Good,1,60.0,0.953974358974359,0.2938461538461538,72.80529827315542,0,0.9582051282051282,0.7560256410256411,0.3137179487179487,63.50320512820513,0,Not Loyal by Either Definition,46-60,Premium,Elite,Discount Hunter,0,Discount Hunter,Established,Promo Used,48.64
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,0,52,30,0.9666666666666668,2430,81,1,0,100,0,0,Average,1,60.0,0.573076923076923,0.931025641025641,77.7076923076923,0,0.7785897435897436,0.7560256410256411,0.0773076923076923,51.59038461538462,0,Not Loyal by Either Definition,36-45,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,47.87
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,0,12,46,0.9782608695652174,2392,52,1,0,100,0,1,Excellent,1,100.0,0.8887179487179487,0.5117948717948718,77.47034559643255,1,0.7692307692307693,0.4096153846153846,0.8852564102564102,58.71474358974359,0,Behaviorally Loyal Only,18-25,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,64.54
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,0,4,26,0.9615384615384616,2288,88,1,0,100,0,0,Average,1,60.0,0.4938461538461538,0.2938461538461538,51.73846153846154,0,0.7507692307692307,0.8392307692307692,0.1144871794871794,53.30128205128205,0,Not Loyal by Either Definition,46-60,Premium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,36.61
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,0,52,26,0.9615384615384616,624,24,1,0,100,0,1,Excellent,1,100.0,0.4938461538461538,0.931025641025641,74.0397435897436,0,0.2353846153846154,0.0575641025641025,0.8444871794871794,27.74423076923077,0,Not Loyal by Either Definition,36-45,Low,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,55.25
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,0,4,38,0.9736842105263158,1938,51,1,0,100,0,1,Excellent,1,100.0,0.7342307692307692,0.2938461538461538,62.798684210526325,0,0.6834615384615385,0.3961538461538461,0.8048717948717948,53.339743589743584,0,Not Loyal by Either Definition,18-25,High,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,56.59
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,0,4,17,0.9411764705882352,646,38,1,0,100,0,1,Excellent,1,100.0,0.3114102564102564,0.2938461538461538,43.12160633484163,0,0.2425641025641025,0.2426923076923076,0.9914102564102564,35.598076923076924,0,Not Loyal by Either Definition,26-35,Low,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,43.3
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,0,26,31,0.967741935483871,1426,46,1,0,100,0,1,Excellent,1,100.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.536923076923077,0.3392307692307692,0.6465384615384615,42.88846153846154,0,Not Loyal by Either Definition,18-25,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,57.8
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months,0,4,7,0.8571428571428571,441,63,1,0,100,0,1,Excellent,1,100.0,0.12,0.2938461538461538,32.82747252747253,0,0.1551282051282051,0.537051282051282,0.8444871794871794,36.52115384615384,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,38.9
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,0,4,37,0.972972972972973,2664,72,1,0,100,0,1,Excellent,1,100.0,0.7151282051282051,0.2938461538461538,61.92484407484408,0,0.8187179487179487,0.6485897435897436,0.9619230769230768,68.20192307692308,0,Not Loyal by Either Definition,46-60,Premium,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,59.92
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,0,4,4,0.75,156,39,1,0,100,0,0,Good,1,60.0,0.0515384615384615,0.2938461538461538,27.60384615384616,0,0.0353846153846153,0.2546153846153846,0.5603846153846154,18.988461538461536,0,Not Loyal by Either Definition,18-25,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,17.17
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,0,4,30,0.9666666666666668,1260,42,1,0,100,0,0,Good,1,60.0,0.573076923076923,0.2938461538461538,55.40641025641027,0,0.4802564102564102,0.2914102564102564,0.5603846153846154,37.70320512820513,0,Not Loyal by Either Definition,26-35,Medium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,34.36
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,0,4,16,0.9375,1216,76,1,0,100,0,0,Average,1,60.0,0.293076923076923,0.2938461538461538,42.22307692307693,0,0.4608974358974358,0.6952564102564103,0.0373076923076923,36.56346153846154,0,Not Loyal by Either Definition,60+,Medium,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,28.14
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,0,1,19,0.9473684210526316,1254,66,1,0,100,0,0,Average,1,60.0,0.3483333333333333,0.0734615384615384,37.19352226720648,0,0.4779487179487179,0.5746153846153846,0.0773076923076923,35.02948717948718,0,Not Loyal by Either Definition,18-25,Medium,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,25.49
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,0,26,3,0.6666666666666666,270,90,1,0,100,0,0,Good,1,60.0,0.0306410256410256,0.7223076923076923,39.99294871794872,0,0.0796153846153846,0.8652564102564102,0.3985897435897436,32.78782051282052,0,Not Loyal by Either Definition,18-25,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,26.19
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,0,52,50,0.98,2800,56,1,0,100,0,0,Good,1,60.0,0.972948717948718,0.931025641025641,95.96858974358976,1,0.841025641025641,0.4547435897435897,0.4748717948717949,54.507051282051286,0,Behaviorally Loyal Only,36-45,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,56.81
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,0,1,49,0.979591836734694,2107,43,1,0,100,0,0,Good,1,60.0,0.953974358974359,0.0734615384615384,65.09183673469387,0,0.7180769230769231,0.3021794871794871,0.2755128205128205,41.78782051282051,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,39.74
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,0,12,44,0.9772727272727272,3696,84,1,0,100,0,0,Good,1,60.0,0.8514102564102564,0.5117948717948718,75.77173659673659,1,0.9374358974358974,0.7947435897435897,0.3137179487179487,63.64038461538462,0,Behaviorally Loyal Only,36-45,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,50.01
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,0,26,31,0.967741935483871,2728,88,1,0,100,0,1,Excellent,1,100.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.8282051282051283,0.8392307692307692,0.9226923076923076,72.56282051282052,0,Not Loyal by Either Definition,60+,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,65.22
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,0,26,11,0.9090909090909092,968,88,1,0,100,0,0,Good,1,60.0,0.1914102564102564,0.7223076923076923,52.07604895104896,0,0.3674358974358974,0.8392307692307692,0.2755128205128205,41.18846153846154,0,Not Loyal by Either Definition,46-60,Medium,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,33.73
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,0,1,12,0.9166666666666666,504,42,1,0,100,0,0,Average,1,60.0,0.2116666666666666,0.0734615384615384,30.42948717948718,0,0.1833333333333333,0.2914102564102564,0.0085897435897435,14.790384615384616,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,17.39
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,0,52,13,0.9230769230769232,949,73,1,0,100,0,0,Good,1,60.0,0.2323076923076923,0.931025641025641,61.50128205128205,0,0.3575641025641025,0.661025641025641,0.5603846153846154,42.03589743589743,0,Not Loyal by Either Definition,18-25,Medium,Gold,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,38.18
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,0,4,29,0.9655172413793104,2117,73,1,0,100,0,1,Excellent,1,100.0,0.553974358974359,0.2938461538461538,54.523806366047744,0,0.7207692307692307,0.661025641025641,0.8852564102564102,63.06153846153846,0,Not Loyal by Either Definition,60+,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,55.3
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,0,26,37,0.972972972972973,1628,44,1,0,100,0,0,Average,1,60.0,0.7151282051282051,0.7223076923076923,76.92099792099792,0,0.5976923076923077,0.3134615384615384,0.0373076923076923,32.49038461538462,0,Not Loyal by Either Definition,46-60,High,Elite,Discount Hunter,0,Discount Hunter,Established,Promo Used,42.74
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,0,4,38,0.9736842105263158,2394,63,1,0,100,0,0,Average,1,60.0,0.7342307692307692,0.2938461538461538,62.798684210526325,0,0.7705128205128206,0.537051282051282,0.1144871794871794,46.53653846153847,0,Not Loyal by Either Definition,36-45,Premium,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,39.89
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,0,4,23,0.9565217391304348,1564,68,1,0,100,0,1,Excellent,1,100.0,0.4333333333333333,0.2938461538461538,48.91505016722408,0,0.5778205128205128,0.6015384615384616,0.7667948717948718,53.48717948717949,0,Not Loyal by Either Definition,36-45,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,50.38
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly,0,52,33,0.9696969696969696,957,29,1,0,100,0,1,Excellent,1,100.0,0.6382051282051282,0.931025641025641,80.6990675990676,0,0.3607692307692308,0.1219230769230769,0.8444871794871794,34.368589743589745,0,Not Loyal by Either Definition,46-60,Medium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,59.91
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually,0,1,41,0.975609756097561,3485,85,1,0,100,0,0,Good,1,60.0,0.7934615384615384,0.0734615384615384,57.78911819887429,0,0.9216666666666666,0.8070512820512821,0.2755128205128205,62.553205128205136,0,Not Loyal by Either Definition,46-60,Premium,Silver,Discount Hunter,0,Discount Hunter,Established,Promo Used,41.64
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,0,12,48,0.9791666666666666,2016,42,1,0,100,0,1,Excellent,1,100.0,0.930897435897436,0.5117948717948718,79.38653846153846,1,0.698076923076923,0.2914102564102564,0.6871794871794872,48.95192307692307,0,Behaviorally Loyal Only,46-60,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,62.96
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,1,26,25,0.96,1725,69,1,0,100,0,0,Good,1,60.0,0.472051282051282,0.7223076923076923,65.72307692307693,0,0.6307692307692307,0.6134615384615385,0.5167948717948718,50.90320512820513,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,42.3
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly,0,52,12,0.9166666666666666,744,62,1,0,100,0,0,Good,1,60.0,0.2116666666666666,0.931025641025641,60.44423076923077,0,0.2801282051282051,0.523974358974359,0.5603846153846154,35.51217948717949,0,Not Loyal by Either Definition,46-60,Medium,Gold,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,36.08
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,0,26,20,0.95,960,48,1,0,100,0,1,Excellent,1,100.0,0.3691025641025641,0.7223076923076923,60.890384615384605,0,0.3632051282051282,0.3606410256410256,0.8852564102564102,41.24935897435898,0,Not Loyal by Either Definition,26-35,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,52.71
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly,0,52,43,0.9767441860465116,2924,68,1,0,100,0,1,Excellent,1,100.0,0.8325641025641025,0.931025641025641,89.58616577221227,1,0.8569230769230769,0.6015384615384616,0.8048717948717948,65.41282051282052,0,Behaviorally Loyal Only,36-45,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,71.67
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,0,26,7,0.8571428571428571,252,36,1,0,100,0,0,Good,1,60.0,0.12,0.7223076923076923,47.82362637362637,0,0.0726923076923077,0.215,0.3137179487179487,14.55705128205128,0,Not Loyal by Either Definition,26-35,Low,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,25.16
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly,0,26,32,0.96875,2016,63,1,0,100,0,0,Good,1,60.0,0.6153846153846154,0.7223076923076923,72.34807692307692,0,0.698076923076923,0.537051282051282,0.3137179487179487,47.623717948717946,0,Not Loyal by Either Definition,26-35,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,44.46
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly,0,52,32,0.96875,1248,39,1,0,100,0,1,Excellent,1,100.0,0.6153846153846154,0.931025641025641,79.65320512820512,0,0.4753846153846154,0.2546153846153846,0.8444871794871794,42.27051282051282,0,Not Loyal by Either Definition,36-45,Medium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,61.41
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,0,12,28,0.9642857142857144,2184,78,1,0,100,0,0,Good,1,60.0,0.5337179487179488,0.5117948717948718,61.21584249084249,0,0.7311538461538462,0.7192307692307692,0.4369230769230769,55.965384615384615,0,Not Loyal by Either Definition,36-45,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,41.54
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,0,12,25,0.96,2475,99,1,0,100,0,1,Excellent,1,100.0,0.472051282051282,0.5117948717948718,58.3551282051282,0,0.788974358974359,0.9842307692307692,0.9226923076923076,74.61858974358975,0,Not Loyal by Either Definition,36-45,Premium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,59.91
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,0,4,36,0.9722222222222222,1116,31,1,0,100,0,1,Excellent,1,100.0,0.6979487179487179,0.2938461538461538,61.136752136752136,0,0.4261538461538461,0.148076923076923,0.9226923076923076,39.20192307692308,0,Not Loyal by Either Definition,36-45,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,52.31
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,0,1,22,0.9545454545454546,990,45,1,0,100,0,0,Average,1,60.0,0.4126923076923077,0.0734615384615384,40.23321678321678,0,0.3779487179487179,0.3266666666666666,0.1532051282051282,26.348717948717947,0,Not Loyal by Either Definition,60+,Medium,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,24.69
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,0,26,9,0.8888888888888888,270,30,1,0,100,0,0,Average,1,60.0,0.1564102564102564,0.7223076923076923,50.09700854700855,0,0.0796153846153846,0.1352564102564102,0.1144871794871794,8.855769230769232,0,Not Loyal by Either Definition,46-60,Low,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,24.76
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,0,4,27,0.9629629629629628,648,24,1,0,100,0,0,Good,1,60.0,0.5138461538461538,0.2938461538461538,52.66695156695157,0,0.2438461538461538,0.0575641025641025,0.2755128205128205,16.703205128205127,0,Not Loyal by Either Definition,46-60,Low,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,27.88
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually,0,1,27,0.9629629629629628,594,22,1,0,100,0,0,Good,1,60.0,0.5138461538461538,0.0734615384615384,44.95349002849003,0,0.2246153846153846,0.0308974358974358,0.5603846153846154,20.96474358974359,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,25.47
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly,0,26,10,0.9,630,63,1,0,100,0,1,Excellent,1,100.0,0.1733333333333333,0.7223076923076923,51.08076923076923,0,0.2379487179487179,0.537051282051282,0.7276923076923076,37.49807692307692,0,Not Loyal by Either Definition,60+,Low,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,47.36
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,0,1,49,0.979591836734694,1960,40,1,0,100,0,0,Average,1,60.0,0.953974358974359,0.0734615384615384,65.09183673469387,0,0.6866666666666666,0.266025641025641,0.0773076923076923,35.66346153846154,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,38.21
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,0,26,34,0.9705882352941176,680,20,1,0,100,0,1,Excellent,1,100.0,0.6591025641025641,0.7223076923076923,74.35214932126696,0,0.2575641025641025,0.0067948717948717,0.9914102564102564,30.300641025641028,0,Not Loyal by Either Definition,60+,Medium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,56.03
